09/21/2010 	02	14	23	30	38
09/20/2010 	10	19	21	27	39
09/19/2010 	06	11	15	37	38
09/18/2010 	11	12	17	18	39
09/17/2010 	04	08	25	33	36
09/16/2010 	07	12	22	28	36
09/15/2010 	06	12	35	37	38
09/14/2010 	02	18	19	27	29
09/13/2010 	17	19	24	29	31
09/12/2010 	02	03	06	29	38
01/01/2010 	06	09	10	29	37
01/02/2010 	03	04	07	13	18
01/03/2010 	04	23	24	28	31
01/04/2010 	01	14	17	18	26
01/05/2010 	08	16	18	19	21
01/06/2010 	07	09	16	17	33
01/07/2010 	04	06	15	35	37
01/08/2010 	07	21	25	28	32
01/09/2010 	07	08	12	25	39
01/10/2010 	07	15	18	20	31
01/11/2010 	04	07	27	28	37
01/12/2010 	02	06	14	27	29
01/13/2010 	04	08	32	37	39
01/14/2010 	18	21	27	37	38
01/15/2010 	07	14	18	24	31
01/16/2010 	07	09	14	22	37
01/17/2010 	05	08	11	35	39
01/18/2010 	11	29	30	31	32
01/19/2010 	02	05	14	27	34
01/20/2010 	02	07	08	20	34
01/21/2010 	16	21	33	35	38
01/22/2010 	01	04	14	23	25
01/23/2010 	02	07	13	18	30
01/24/2010 	01	10	20	28	39
01/25/2010 	01	16	17	20	23
01/26/2010 	07	13	15	20	38
01/27/2010 	10	19	21	27	38
01/28/2010 	08	11	17	29	34
01/29/2010 	06	09	17	26	28
01/30/2010 	04	21	26	33	34
01/31/2010 	03	05	07	18	38
02/01/2010 	04	05	17	19	26
02/02/2010 	12	14	29	31	36
02/03/2010 	08	10	11	29	38
02/04/2010 	03	05	10	21	32
02/05/2010 	01	15	25	29	32
02/06/2010 	06	11	25	31	38
02/07/2010 	02	10	25	30	32
02/08/2010 	08	12	13	23	28
02/09/2010 	07	08	14	20	28
02/10/2010 	04	06	19	22	31
02/11/2010 	02	11	25	27	36
02/12/2010 	03	04	19	24	25
02/13/2010 	02	13	20	25	29
02/14/2010 	02	15	17	20	31
02/15/2010 	08	20	23	28	35
02/16/2010 	03	16	21	28	39
02/17/2010 	01	08	20	23	39
02/18/2010 	04	07	12	27	34
02/19/2010 	09	16	21	27	30
02/20/2010 	10	15	22	26	32
02/21/2010 	08	22	24	35	36
02/22/2010 	13	15	24	31	32
02/23/2010 	03	13	15	34	38
02/24/2010 	04	06	16	17	36
02/25/2010 	06	07	18	26	28
02/26/2010 	08	10	20	21	35
02/27/2010 	05	14	22	30	32
02/28/2010 	06	07	09	13	26
03/01/2010 	06	09	10	11	17
03/02/2010 	06	09	11	23	34
03/03/2010 	05	08	14	24	38
03/04/2010 	11	18	26	29	34
03/05/2010 	02	13	27	32	36
03/06/2010 	07	08	11	12	37
03/07/2010 	07	15	32	33	39
03/08/2010 	11	20	28	32	37
03/09/2010 	05	18	28	35	38
03/10/2010 	04	06	10	29	34
03/11/2010 	01	03	06	10	13
03/12/2010 	03	14	17	30	36
03/13/2010 	01	05	25	30	34
03/14/2010 	01	06	09	18	26
03/15/2010 	05	10	29	32	38
03/16/2010 	03	04	06	23	32
03/17/2010 	03	11	14	30	32
03/18/2010 	03	05	11	27	37
03/19/2010 	02	06	14	15	25
03/20/2010 	04	10	11	12	22
03/21/2010 	03	09	10	11	18
03/22/2010 	14	20	22	30	35
03/23/2010 	01	30	31	32	34
03/24/2010 	01	12	15	32	35
03/25/2010 	03	07	32	33	39
03/26/2010 	03	06	12	16	36
03/27/2010 	03	20	22	29	32
03/28/2010 	14	29	30	32	39
03/29/2010 	02	03	13	15	39
03/30/2010 	06	13	19	30	37
03/31/2010 	03	07	19	23	31
04/01/2010 	11	16	17	18	23
04/02/2010 	03	04	07	15	25
04/03/2010 	17	21	29	33	39
04/04/2010 	14	15	17	31	32
04/05/2010 	06	10	12	25	37
04/06/2010 	10	20	24	26	35
04/07/2010 	08	13	18	19	34
04/08/2010 	04	08	19	24	37
04/09/2010 	07	22	26	31	39
04/10/2010 	01	14	16	18	26
04/11/2010 	05	18	27	29	38
04/12/2010 	02	10	21	30	33
04/13/2010 	19	23	25	36	38
04/14/2010 	02	04	09	19	27
04/15/2010 	01	11	23	26	35
04/16/2010 	08	09	13	29	33
04/17/2010 	06	08	10	13	19
04/18/2010 	04	05	12	20	35
04/19/2010 	16	17	18	22	31
04/20/2010 	04	14	17	24	39
04/21/2010 	02	09	10	27	37
04/22/2010 	05	14	28	32	36
04/23/2010 	01	18	27	31	38
04/24/2010 	01	04	17	25	30
04/25/2010 	03	11	19	24	33
04/26/2010 	05	18	24	25	34
04/27/2010 	11	12	15	21	31
04/28/2010 	11	19	31	32	38
04/29/2010 	03	13	19	33	36
04/30/2010 	02	22	25	28	32
05/01/2010 	05	24	35	38	39
05/02/2010 	02	19	31	32	36
05/03/2010 	06	14	16	27	35
05/04/2010 	07	23	25	27	31
05/05/2010 	09	12	21	35	38
05/06/2010 	03	09	19	26	37
05/07/2010 	01	18	26	27	29
05/08/2010 	01	11	15	24	36
05/09/2010 	16	19	21	27	37
05/10/2010 	06	14	16	33	38
05/11/2010 	02	09	17	25	30
05/12/2010 	04	09	19	20	36
05/13/2010 	01	10	17	32	34
05/14/2010 	11	18	21	34	37
05/15/2010 	13	14	17	21	28
05/16/2010 	08	21	29	30	39
05/17/2010 	08	12	13	17	33
05/18/2010 	10	17	28	33	36
05/19/2010 	09	11	13	24	38
05/20/2010 	10	14	25	33	37
05/21/2010 	04	05	20	28	37
05/22/2010 	02	07	20	21	37
05/23/2010 	03	17	20	22	24
05/24/2010 	02	18	20	24	36
05/25/2010 	04	08	28	32	36
05/26/2010 	15	16	22	25	31
05/27/2010 	01	06	12	22	38
05/28/2010 	06	08	09	24	30
05/29/2010 	09	17	25	27	29
05/30/2010 	19	29	35	36	39
05/31/2010 	05	17	23	27	33
06/01/2010 	15	23	24	31	33
06/02/2010 	01	14	19	21	22
06/03/2010 	11	13	19	29	30
06/04/2010 	06	20	31	34	38
06/05/2010 	13	14	18	22	38
06/06/2010 	02	15	18	21	27
06/07/2010 	15	17	23	38	39
06/08/2010 	03	12	26	31	37
06/09/2010 	05	28	30	33	34
06/10/2010 	08	22	24	27	31
06/11/2010 	02	09	17	21	29
06/12/2010 	12	26	29	31	35
06/13/2010 	09	16	33	35	38
06/14/2010 	11	16	32	34	37
06/15/2010 	13	19	21	35	36
06/16/2010 	14	17	23	26	31
06/17/2010 	04	07	11	27	30
06/18/2010 	10	14	23	34	39
06/19/2010 	05	16	21	36	37
06/20/2010 	13	15	18	27	38
06/21/2010 	01	05	11	19	24
06/22/2010 	14	23	25	27	33
06/23/2010 	03	11	12	13	25
06/24/2010 	01	02	13	22	23
06/25/2010 	04	12	13	19	36
06/26/2010 	02	14	17	21	24
06/27/2010 	04	05	09	29	36
06/28/2010 	04	08	17	29	35
06/29/2010 	06	12	16	33	39
06/30/2010 	02	03	14	15	16
07/01/2010 	03	21	25	32	37
07/02/2010 	05	17	23	35	37
07/03/2010 	01	05	08	25	32
07/04/2010 	01	02	04	07	33
07/05/2010 	09	11	15	21	32
07/06/2010 	16	17	25	34	36
07/07/2010 	16	18	23	32	38
07/08/2010 	01	03	07	25	39
07/09/2010 	08	10	15	16	26
07/10/2010 	06	15	16	17	35
07/11/2010 	05	09	11	28	35
07/12/2010 	05	06	09	15	20
07/13/2010 	03	04	20	21	39
07/14/2010 	08	10	16	21	36
07/15/2010 	06	08	15	20	23
07/16/2010 	08	10	23	29	36
07/17/2010 	02	09	25	34	39
07/18/2010 	01	02	18	30	39
07/19/2010 	07	08	14	27	28
07/20/2010 	05	22	24	31	38
07/21/2010 	07	10	11	15	18
07/22/2010 	15	17	21	26	35
07/23/2010 	06	07	24	36	38
07/24/2010 	02	03	04	29	35
07/25/2010 	02	13	34	35	36
07/26/2010 	02	03	10	17	25
07/27/2010 	15	22	26	27	33
07/28/2010 	05	06	20	29	36
07/29/2010 	06	20	26	35	36
07/30/2010 	01	02	09	24	27
07/31/2010 	06	11	18	24	37
08/01/2010 	14	16	17	19	29
08/02/2010 	04	08	11	19	34
08/03/2010 	12	20	28	32	37
08/04/2010 	18	28	32	33	38
08/05/2010 	04	08	18	24	29
08/06/2010 	06	07	19	25	34
08/07/2010 	13	19	20	26	32
08/08/2010 	03	06	18	29	35
08/09/2010 	16	26	28	33	34
08/10/2010 	06	09	10	14	27
08/11/2010 	03	05	18	31	39
08/12/2010 	06	21	25	27	39
08/13/2010 	01	21	22	25	28
08/14/2010 	06	08	10	17	23
08/15/2010 	02	04	22	34	39
08/16/2010 	03	05	11	29	33
08/17/2010 	05	12	14	27	35
08/18/2010 	01	18	24	27	35
08/19/2010 	08	22	35	37	39
08/20/2010 	11	12	15	21	27
08/21/2010 	09	14	32	36	37
08/22/2010 	04	12	17	26	33
08/23/2010 	06	08	19	21	25
08/24/2010 	05	10	12	21	23
08/25/2010 	02	06	15	25	38
08/26/2010 	01	05	17	29	39
08/27/2010 	01	21	22	37	38
08/28/2010 	01	29	31	36	38
08/29/2010 	11	13	14	31	32
08/30/2010 	13	29	33	34	38
08/31/2010 	04	08	11	16	39
09/01/2010 	04	14	28	30	37
09/02/2010 	09	11	12	24	28
09/03/2010 	02	05	09	23	33
09/04/2010 	09	14	15	19	38
09/05/2010 	11	23	25	33	39
09/06/2010 	18	19	20	21	27
09/07/2010 	05	24	26	27	36
09/08/2010 	05	06	20	21	26
09/09/2010 	05	16	33	37	39
09/10/2010 	04	13	19	21	30
09/11/2010 	08	15	19	26	34
09/12/2010 	02	03	06	29	38
09/13/2009 	05	08	16	29	35
09/14/2009 	02	03	15	19	26
09/15/2009 	08	10	15	23	35
09/16/2009 	03	09	23	25	34
09/17/2009 	05	18	19	27	36
09/18/2009 	14	19	21	23	33
09/19/2009 	06	09	15	20	34
09/20/2009 	07	21	22	28	36
09/21/2009 	03	14	22	23	35
09/22/2009 	03	11	24	27	30
09/23/2009 	14	17	29	35	36
09/24/2009 	06	07	13	23	37
09/25/2009 	06	10	14	17	18
09/26/2009 	07	11	25	29	37
09/27/2009 	05	06	17	32	38
09/28/2009 	10	14	17	25	27
09/29/2009 	03	05	13	25	31
09/30/2009 	02	23	24	28	38
10/01/2009 	06	12	19	26	34
10/02/2009 	12	14	21	25	33
10/03/2009 	13	15	17	31	32
10/04/2009 	09	13	15	25	35
10/05/2009 	15	22	35	38	39
10/06/2009 	01	24	29	32	34
10/07/2009 	02	04	17	19	32
10/08/2009 	09	10	22	25	33
10/09/2009 	03	06	18	33	37
10/10/2009 	02	06	11	28	37
10/11/2009 	06	12	19	24	39
10/12/2009 	08	10	20	35	37
10/13/2009 	02	05	06	20	39
10/14/2009 	10	15	17	29	30
10/15/2009 	06	14	15	17	39
10/16/2009 	07	18	19	31	36
10/17/2009 	04	13	20	28	38
10/18/2009 	06	08	12	30	35
10/19/2009 	03	10	18	23	26
10/20/2009 	17	23	28	29	35
10/21/2009 	04	12	14	15	30
10/22/2009 	03	04	10	18	19
10/23/2009 	01	07	09	25	28
10/24/2009 	02	04	16	32	36
10/25/2009 	04	08	28	32	33
10/26/2009 	11	16	20	32	38
10/27/2009 	04	14	26	31	39
10/28/2009 	17	18	20	33	34
10/29/2009 	04	05	24	35	39
10/30/2009 	01	10	12	34	36
10/31/2009 	06	08	19	20	34
11/01/2009 	12	23	25	32	36
11/02/2009 	06	09	31	34	35
11/03/2009 	05	07	26	32	38
11/04/2009 	19	23	26	27	30
11/05/2009 	11	15	29	30	37
11/06/2009 	09	10	13	19	32
11/07/2009 	02	03	09	16	22
11/08/2009 	03	04	17	21	23
11/09/2009 	07	13	15	20	34
11/10/2009 	12	14	20	21	33
11/11/2009 	03	04	05	10	13
11/12/2009 	06	12	20	21	38
11/13/2009 	01	09	13	23	35
11/14/2009 	06	26	31	33	37
11/15/2009 	19	27	33	36	38
11/16/2009 	13	20	31	37	38
11/17/2009 	06	16	22	24	37
11/18/2009 	12	14	23	34	37
11/19/2009 	01	06	12	30	37
11/20/2009 	01	10	21	22	23
11/21/2009 	04	05	18	19	27
11/22/2009 	07	09	16	21	23
11/23/2009 	05	28	31	32	37
11/24/2009 	02	06	10	21	36
11/25/2009 	03	05	14	28	39
11/26/2009 	16	20	25	32	37
11/27/2009 	07	10	22	30	35
11/28/2009 	16	20	21	24	37
11/29/2009 	03	05	11	21	39
11/30/2009 	05	10	11	13	17
12/01/2009 	01	02	12	26	30
12/02/2009 	11	24	29	30	39
12/03/2009 	21	22	30	34	36
12/04/2009 	05	10	19	25	36
12/05/2009 	04	06	21	31	34
12/06/2009 	04	09	20	24	29
