01,10,20,23,29,31
01,17,32,42,43,54
11,15,31,39,47,48
01,10,17,20,23,34
05,16,21,30,38,49
11,23,28,39,44,53
11,16,20,22,30,37
01,09,32,36,56,57
09,16,21,28,30,48
18,34,37,38,42,55
02,03,30,43,55,59
16,25,28,29,46,48
14,30,33,45,52,59
14,17,23,25,39,45
04,05,10,46,50,56
04,24,30,37,40,45
08,19,22,31,44,53
15,18,25,26,27,52
07,17,29,47,57,59
08,20,22,24,33,41
04,07,19,21,26,56
07,19,44,47,48,54
03,16,27,33,51,58
08,23,25,26,40,58
09,16,20,32,34,41
21,24,36,38,41,47
02,19,26,33,50,58
15,31,33,37,49,55
02,08,11,16,37,54
07,09,13,33,35,59
02,11,15,19,23,56
02,08,17,23,27,55
07,26,39,41,50,56
08,09,10,22,31,49
10,20,30,31,42,49
04,08,14,27,44,50
06,10,17,31,35,51
05,07,21,27,29,50
06,12,15,23,39,56
16,24,32,34,39,54
09,12,13,14,23,53
01,05,10,16,28,34
05,14,23,25,33,48
04,44,46,49,54,59
12,15,31,40,47,59
06,26,35,39,50,52
14,20,21,47,51,54
07,16,30,40,51,56
03,14,22,45,50,56
01,07,11,22,42,52
06,10,13,27,29,43
02,15,20,24,48,53
07,11,21,42,45,52
04,20,26,30,54,58
27,36,37,51,58,59
05,07,15,23,32,44
18,22,30,51,55,59
03,10,24,29,44,52
18,19,25,42,52,56
07,28,37,45,48,52
05,13,21,23,38,57
04,10,28,35,38,55
02,15,23,39,54,56
05,13,23,33,45,57
06,09,29,33,52,57
04,06,19,24,33,41
04,06,07,20,44,57
13,15,19,32,34,48
09,35,41,45,54,55
07,17,36,38,48,55
09,12,18,33,36,50
03,23,29,38,45,58
03,07,11,15,52,58
11,18,35,51,53,55
04,10,23,47,53,58
14,35,36,44,51,58
03,11,16,17,46,53
08,39,42,44,48,49
11,20,23,28,45,57
02,09,10,16,24,44
05,24,29,31,39,48
01,02,18,42,55,57
05,06,23,35,36,44
01,20,25,40,42,46
03,11,29,37,41,49
13,22,27,46,49,53
09,20,21,28,32,50
02,05,11,24,45,52
24,27,37,50,51,58
08,26,34,35,44,50
06,08,11,17,22,41
21,27,29,34,41,48
05,07,13,38,44,48
05,22,35,47,52,58
10,25,35,45,48,49
02,14,15,21,48,51
07,43,46,49,52,57
01,11,35,50,55,56
06,15,18,31,48,53
02,09,18,26,36,57
06,15,26,30,55,56
19,20,25,36,38,53
02,18,21,38,39,44
17,26,35,47,55,57
