03,28,45,48,50,24
17,19,37,47,48,14
02,07,16,28,36,47
05,10,22,23,43,37
09,10,14,41,49,35
08,15,34,39,47,04
16,20,26,36,48,32
10,31,40,48,51,38
06,20,27,34,51,22
09,11,17,26,41,29
18,34,43,47,50,25
10,42,43,45,51,01
07,21,30,32,37,15
23,27,30,33,36,05
08,32,34,42,50,21
01,02,04,05,46,08
07,10,19,26,44,05
24,32,37,40,51,12
04,06,10,21,25,21
31,39,42,49,51,35
08,23,36,49,51,10
06,31,32,42,51,42
02,05,11,18,45,22
05,19,20,45,48,44
02,13,20,23,43,06
22,31,33,44,52,43
03,10,15,18,25,52
07,17,23,43,44,26
02,06,38,40,50,14
10,16,23,28,31,07
02,06,22,27,44,01
20,27,28,37,49,32
10,12,29,32,38,07
07,15,24,37,46,09
10,24,35,49,52,47
13,19,23,38,47,15
26,29,31,44,48,40
11,20,26,29,41,41
14,22,32,35,44,06
18,31,49,50,51,04
04,18,21,27,41,50
13,18,32,39,49,06
06,13,18,27,45,18
04,08,32,37,43,02
05,06,09,33,44,52
14,22,27,28,42,13
03,25,29,30,48,48
12,28,45,46,52,47
06,21,22,29,32,24
02,04,32,44,52,36
04,28,39,41,44,09
15,18,25,33,47,30
