06,15,16,30,44,46
07,19,25,26,40,41
09,20,21,39,45,46
08,19,24,42,44,53
05,13,18,24,28,31
16,27,30,40,44,53
01,38,45,48,55,59
03,06,21,34,45,56
15,21,25,27,36,48
14,22,27,31,43,52
22,27,31,33,40,55
09,20,21,29,45,46
01,04,19,30,40,57
01,16,22,28,36,50
01,17,33,45,55,58
01,16,25,29,47,54
04,12,24,29,39,54
10,12,24,36,49,56
16,20,33,34,35,40
01,04,18,20,39,42
04,08,20,21,26,35
02,18,40,41,53,55
02,03,16,20,28,52
17,29,40,43,46,51
02,15,20,25,36,54
09,17,20,21,36,57
04,11,17,22,26,59
08,10,12,27,29,51
21,30,32,33,47,48
06,15,17,18,31,53
19,21,32,36,55,57
10,30,37,38,39,54
02,16,22,26,47,52
12,22,29,33,34,59
18,25,27,33,38,59
07,10,12,34,48,49
06,07,22,42,51,55
09,11,15,34,38,50
05,07,15,27,36,43
13,20,36,38,56,57
02,16,27,31,32,44
07,10,25,43,48,49
11,19,22,25,33,43
18,19,26,30,35,57
12,14,42,44,49,59
01,11,15,23,45,50
13,26,42,49,53,57
09,15,19,30,37,54
13,18,24,25,33,51
21,25,30,39,44,48
11,15,22,23,28,41
06,09,16,35,36,56
07,27,28,31,40,46
06,17,27,33,37,53
01,19,24,32,38,52
01,11,23,31,37,54
07,09,15,25,40,46
18,25,43,45,47,49
08,09,21,31,39,47
04,09,25,29,45,52
08,16,31,37,42,52
18,25,40,45,46,50
07,11,17,27,40,56
03,05,12,18,24,46
07,13,21,30,35,51
24,25,27,31,36,37
07,16,19,27,37,44
08,12,15,23,29,38
01,14,19,27,42,49
07,10,25,28,54,59
17,20,37,47,53,57
06,08,09,37,38,57
03,20,26,32,51,56
01,19,25,43,45,56
08,16,21,43,47,54
03,05,16,23,34,59
07,10,17,30,35,52
08,12,18,19,42,45
04,20,40,47,53,59
11,12,25,26,36,40
08,23,24,26,40,55
07,28,42,43,51,54
04,09,10,33,57,58
13,34,41,48,49,52
15,27,33,34,39,55
07,31,32,37,51,58
03,06,18,26,42,44
06,10,11,36,44,59
07,08,09,30,51,58
02,22,40,50,52,53
02,11,24,42,49,51
19,25,31,41,52,55
04,28,42,44,47,50
14,19,25,33,39,59
03,11,20,38,49,56
05,11,32,35,42,47
11,29,35,42,54,57
10,42,44,47,54,56
03,06,09,24,30,31
03,07,17,26,36,43
02,22,23,37,38,51
13,33,39,43,49,57
18,23,31,32,38,50
08,26,32,41,50,51
15,20,42,46,52,58
08,09,23,42,48,59
01,20,21,22,49,59
16,21,32,46,47,59
17,18,24,27,31,57
02,11,17,24,47,49
11,24,28,29,32,38
04,26,28,42,43,57
11,29,30,33,34,37
02,09,10,17,46,53
03,10,18,33,41,54
06,16,20,21,55,56
02,18,25,48,50,58
15,28,34,49,53,55
14,18,24,33,56,58
01,07,10,30,48,55
09,16,18,23,36,49
04,14,16,29,43,46
11,21,30,38,53,56
08,10,22,28,53,59
13,28,38,39,47,50
02,11,17,28,38,44
01,05,10,27,33,54
03,10,28,34,45,57
03,11,20,29,36,57
06,28,43,45,47,52
03,09,20,26,44,45
10,23,32,41,47,48
01,21,35,37,49,50
01,11,18,35,40,44
07,12,35,39,42,54
09,31,41,53,54,58
06,11,16,27,28,39
05,08,11,35,44,55
03,06,10,18,36,41
04,24,34,35,53,56
02,03,14,22,30,34
16,17,23,27,50,51
09,12,25,30,40,51
06,10,19,23,49,56
19,24,28,29,38,53
13,14,29,43,51,54
02,15,18,25,30,51
11,16,28,42,43,46
09,14,15,17,18,59
10,11,13,17,26,52
04,11,28,33,48,59
13,22,28,34,35,47
06,08,09,21,22,43
10,17,25,30,47,52
03,10,13,16,38,42
03,15,35,36,46,59
07,10,11,16,37,56
03,17,24,45,49,55
01,05,25,29,48,51
20,22,28,33,35,39
04,12,23,31,52,55
07,13,20,24,25,58
01,14,27,39,45,47
03,08,27,29,32,57
12,13,19,40,52,58
03,06,07,32,49,52
15,21,28,32,42,55
17,24,41,47,51,56
04,05,07,19,48,51
02,15,25,34,49,55
08,12,14,20,36,38
06,14,16,32,43,59
02,03,13,42,44,45
08,19,27,31,33,48
03,04,43,47,54,58
19,21,22,27,56,57
19,25,26,47,55,58
06,19,28,51,53,59
09,10,15,28,35,58
05,20,28,29,33,40
21,26,32,35,44,58
07,25,26,47,53,56
06,29,38,48,55,57
03,05,16,19,40,49
05,08,18,21,42,48
11,17,32,44,48,53
11,17,22,53,55,56
11,21,26,37,43,51
14,25,34,43,44,59
10,15,21,23,44,51
10,26,37,39,47,51
11,13,19,40,46,55
04,17,28,32,34,48
02,18,25,37,52,55
03,15,28,35,39,41
14,15,33,39,44,45
11,14,35,37,46,51
06,21,26,28,42,51
10,31,38,44,46,50
02,09,18,23,32,53
